             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
           7378688     short     bash   ask967  R    2:13:25      1 qnode8010
           7387475     short     bash  vkp2256  R      20:37      1 qnode1226
           7384624     short     test  dnt1768  R      56:15      1 qnode1130
           7387747     short BB2_1DNP  ctz3576  R       5:25      1 qnode0004
           7378916     short   Ru3-TS   tdp797  R    1:43:01      7 qnode[0002-0003,0010-0014]
           7387830     short 1911937_  sdg0032  R       5:25      1 qnode9037
           7378713     short    dim30  irn4268  R    2:12:25      1 qnode0008
           7378690     short    dim34  irn4268  R    2:13:25      1 qnode0001
           7378669     short    dim30  irn4268  R    2:17:25      1 qnode0347
           7378310     short    dim31  irn4268  R    2:32:35      1 qnode0019
           7387479     short r_40_66_   lhu896  R       5:25      1 qnode9022
           7387480     short r_40_66_   lhu896  R       5:25      1 qnode9024
           7387481     short r_40_66_   lhu896  R       5:25      1 qnode9039
           7387482     short r_40_67_   lhu896  R       5:25      1 qnode9039
           7387483     short r_40_67_   lhu896  R       5:25      1 qnode0017
           7387485     short r_40_67_   lhu896  R       5:25      1 qnode9028
           7387487     short r_40_67_   lhu896  R       5:25      1 qnode9029
           7387489     short r_40_67_   lhu896  R       5:25      1 qnode0019
           7387490     short r_40_67_   lhu896  R       5:25      1 qnode9008
           7387491     short r_40_67_   lhu896  R       5:25      1 qnode9009
           7387492     short r_40_67_   lhu896  R       5:25      1 qnode0008
           7387493     short r_40_67_   lhu896  R       5:25      1 qnode0005
           7387494     short r_40_68_   lhu896  R       5:25      1 qnode0005
           7387495     short r_40_68_   lhu896  R       5:25      1 qnode0005
           7387496     short r_40_68_   lhu896  R       5:25      1 qnode9001
           7387502     short r_40_68_   lhu896  R       5:25      1 qnode8149
           7387524     short r_40_68_   lhu896  R       5:25      1 qnode8148
           7387526     short r_40_68_   lhu896  R       5:25      1 qnode8147
           7387527     short r_40_68_   lhu896  R       5:25      1 qnode8147
           7387530     short r_40_68_   lhu896  R       5:25      1 qnode9005
           7387531     short r_40_68_   lhu896  R       5:25      1 qnode9002
           7387532     short r_40_69_   lhu896  R       5:25      1 qnode9002
           7387534     short r_40_69_   lhu896  R       5:25      1 qnode9003
           7387535     short r_40_69_   lhu896  R       5:25      1 qnode9003
           7387537     short r_40_69_   lhu896  R       5:25      1 qnode9004
           7387539     short r_40_69_   lhu896  R       5:25      1 qnode9048
           7387542     short r_40_69_   lhu896  R       5:25      1 qnode9048
           7387543     short r_40_69_   lhu896  R       5:25      1 qnode9050
           7387442     short r_39_73_   lhu896  R      10:31      1 qnode9007
           7387645     short r_41_66_   lhu896  R       4:24      1 qnode0005
           7387650     short r_41_67_   lhu896  R       4:24      1 qnode9036
           7387651     short r_41_67_   lhu896  R       4:24      1 qnode9036
           7387545     short r_40_69_   lhu896  R       5:25      1 qnode9050
           7387546     short r_40_70_   lhu896  R       5:25      1 qnode9049
           7387548     short r_40_70_   lhu896  R       5:25      1 qnode9049
           7387551     short r_40_70_   lhu896  R       5:25      1 qnode9049
           7387553     short r_40_70_   lhu896  R       5:25      1 qnode9034
           7387555     short r_40_70_   lhu896  R       5:25      1 qnode9034
           7387556     short r_40_70_   lhu896  R       5:25      1 qnode9034
           7387558     short r_40_70_   lhu896  R       5:25      1 qnode9034
           7387561     short r_40_70_   lhu896  R       5:25      1 qnode9035
           7387562     short r_40_71_   lhu896  R       5:25      1 qnode9035
           7387564     short r_40_71_   lhu896  R       5:25      1 qnode9035
           7387444     short r_39_73_   lhu896  R      10:31      1 qnode9026
           7387446     short r_39_73_   lhu896  R      10:31      1 qnode9028
           7387447     short r_39_73_   lhu896  R      10:31      1 qnode9029
           7387449     short r_39_73_   lhu896  R      10:31      1 qnode9009
           7387450     short r_39_74_   lhu896  R      10:31      1 qnode9001
           7387691     short r_41_69_   lhu896  R       3:25      1 qnode9038
           7387566     short r_40_71_   lhu896  R       5:25      1 qnode9035
           7387567     short r_40_71_   lhu896  R       5:25      1 qnode0265
           7387570     short r_40_71_   lhu896  R       5:25      1 qnode0307
           7387573     short r_40_71_   lhu896  R       5:25      1 qnode0254
           7387574     short r_40_71_   lhu896  R       5:25      1 qnode0302
           7387575     short r_40_71_   lhu896  R       5:25      1 qnode0302
           7387576     short r_40_72_   lhu896  R       5:25      1 qnode0267
           7387577     short r_40_72_   lhu896  R       5:25      1 qnode0268
           7387578     short r_40_72_   lhu896  R       5:25      1 qnode1028
           7387581     short r_40_72_   lhu896  R       5:25      1 qnode1028
           7387583     short r_40_72_   lhu896  R       5:25      1 qnode1028
           7387586     short r_40_72_   lhu896  R       5:25      1 qnode1028
           7387462     short r_39_75_   lhu896  R      10:31      1 qnode0008
           7387463     short r_39_75_   lhu896  R      10:31      1 qnode0347
           7387465     short r_39_75_   lhu896  R      10:31      1 qnode0448
           7387467     short r_40_65_   lhu896  R      10:31      1 qnode0303
           7387471     short r_40_65_   lhu896  R      10:31      1 qnode0263
           7387472     short r_40_65_   lhu896  R      10:31      1 qnode0299
           7387473     short r_40_66_   lhu896  R      10:31      1 qnode0279
           7387474     short r_40_66_   lhu896  R      10:31      1 qnode0280
           7387692     short r_41_69_   lhu896  R       3:25      1 qnode9038
           7387724     short r_41_70_   lhu896  R       3:25      1 qnode0447
           7387739     short r_41_70_   lhu896  R       3:25      1 qnode0262
           7387587     short r_40_72_   lhu896  R       5:25      1 qnode0299
           7387588     short r_40_72_   lhu896  R       5:25      1 qnode0300
           7387589     short r_40_73_   lhu896  R       5:25      1 qnode0300
           7387591     short r_40_73_   lhu896  R       5:25      1 qnode0446
           7387592     short r_40_73_   lhu896  R       5:25      1 qnode0446
           7387595     short r_40_73_   lhu896  R       5:25      1 qnode0446
           7387596     short r_40_73_   lhu896  R       5:25      1 qnode0446
           7387599     short r_40_73_   lhu896  R       5:25      1 qnode0262
           7387601     short r_40_74_   lhu896  R       5:25      1 qnode0261
           7387602     short r_40_74_   lhu896  R       5:25      1 qnode0263
           7387743     short r_41_70_   lhu896  R       3:25      1 qnode1067
           7387603     short r_40_74_   lhu896  R       5:25      1 qnode1067
           7387604     short r_40_74_   lhu896  R       5:25      1 qnode1067
           7387606     short r_40_74_   lhu896  R       5:25      1 qnode1065
           7387607     short r_40_74_   lhu896  R       5:25      1 qnode1065
           7387609     short r_40_74_   lhu896  R       5:25      1 qnode1065
           7387610     short r_40_75_   lhu896  R       5:25      1 qnode1066
           7387611     short r_40_75_   lhu896  R       5:25      1 qnode1066
           7387612     short r_40_75_   lhu896  R       5:25      1 qnode1066
           7387614     short r_40_75_   lhu896  R       5:25      1 qnode1066
           7387616     short r_40_75_   lhu896  R       5:25      1 qnode0205
           7387618     short r_41_65_   lhu896  R       5:25      1 qnode0207
           7387621     short r_41_65_   lhu896  R       5:25      1 qnode0208
           7387625     short r_41_65_   lhu896  R       5:25      1 qnode0201
           7387628     short r_41_65_   lhu896  R       5:25      1 qnode0202
           7387630     short r_41_65_   lhu896  R       5:25      1 qnode0203
           7387633     short r_41_65_   lhu896  R       5:25      1 qnode0204
      7381496_1754     short 16nodes_  ysn8861  R      36:52      1 qnode0008
      7381496_1755     short 16nodes_  ysn8861  R      36:52      1 qnode9034
      7381496_1756     short 16nodes_  ysn8861  R      36:52      1 qnode9049
      7381496_1757     short 16nodes_  ysn8861  R      36:52      1 qnode9037
      7381496_1758     short 16nodes_  ysn8861  R      36:52      1 qnode9038
      7381496_1759     short 16nodes_  ysn8861  R      36:52      1 qnode9038
      7381496_1760     short 16nodes_  ysn8861  R      36:52      1 qnode9038
      7381496_1761     short 16nodes_  ysn8861  R      36:52      1 qnode0266
      7381496_1762     short 16nodes_  ysn8861  R      36:52      1 qnode0298
      7381496_1763     short 16nodes_  ysn8861  R      36:52      1 qnode0303
      7381496_1764     short 16nodes_  ysn8861  R      36:52      1 qnode0343
      7381496_1765     short 16nodes_  ysn8861  R      36:52      1 qnode0347
      7381496_1766     short 16nodes_  ysn8861  R      36:52      1 qnode0448
      7381496_1767     short 16nodes_  ysn8861  R      36:52      1 qnode0201
      7381496_1768     short 16nodes_  ysn8861  R      36:52      1 qnode0202
      7381496_1769     short 16nodes_  ysn8861  R      36:52      1 qnode0341
      7381496_1770     short 16nodes_  ysn8861  R      36:52      1 qnode0341
      7381496_1731     short 16nodes_  ysn8861  R      37:54      1 qnode0008
      7381496_1732     short 16nodes_  ysn8861  R      37:54      1 qnode0019
      7381496_1733     short 16nodes_  ysn8861  R      37:54      1 qnode9049
      7381496_1734     short 16nodes_  ysn8861  R      37:54      1 qnode0027
      7381496_1735     short 16nodes_  ysn8861  R      37:54      1 qnode0027
      7381496_1736     short 16nodes_  ysn8861  R      37:54      1 qnode0027
      7381496_1737     short 16nodes_  ysn8861  R      37:54      1 qnode0027
      7381496_1738     short 16nodes_  ysn8861  R      37:54      1 qnode0027
      7381496_1739     short 16nodes_  ysn8861  R      37:54      1 qnode0027
      7381496_1740     short 16nodes_  ysn8861  R      37:54      1 qnode0027
      7381496_1741     short 16nodes_  ysn8861  R      37:54      1 qnode0027
      7381496_1742     short 16nodes_  ysn8861  R      37:54      1 qnode0027
      7381496_1743     short 16nodes_  ysn8861  R      37:54      1 qnode0027
      7381496_1744     short 16nodes_  ysn8861  R      37:54      1 qnode0027
      7381496_1745     short 16nodes_  ysn8861  R      37:54      1 qnode0027
      7381496_1746     short 16nodes_  ysn8861  R      37:54      1 qnode0027
      7381496_1747     short 16nodes_  ysn8861  R      37:54      1 qnode0027
      7381496_1748     short 16nodes_  ysn8861  R      37:54      1 qnode0027
      7381496_1749     short 16nodes_  ysn8861  R      37:54      1 qnode0027
      7381496_1750     short 16nodes_  ysn8861  R      37:54      1 qnode0027
      7381496_1751     short 16nodes_  ysn8861  R      37:54      1 qnode0027
      7381496_1752     short 16nodes_  ysn8861  R      37:54      1 qnode0027
      7381496_1753     short 16nodes_  ysn8861  R      37:54      1 qnode0027
      7381496_1715     short 16nodes_  ysn8861  R      38:54      1 qnode0001
      7381496_1716     short 16nodes_  ysn8861  R      38:54      1 qnode0008
      7381496_1717     short 16nodes_  ysn8861  R      38:54      1 qnode0008
      7381496_1718     short 16nodes_  ysn8861  R      38:54      1 qnode9035
      7381496_1719     short 16nodes_  ysn8861  R      38:54      1 qnode9036
      7381496_1720     short 16nodes_  ysn8861  R      38:54      1 qnode9038
      7381496_1721     short 16nodes_  ysn8861  R      38:54      1 qnode9037
      7381496_1722     short 16nodes_  ysn8861  R      38:54      1 qnode9037
      7381496_1723     short 16nodes_  ysn8861  R      38:54      1 qnode0027
      7381496_1724     short 16nodes_  ysn8861  R      38:54      1 qnode0027
      7381496_1725     short 16nodes_  ysn8861  R      38:54      1 qnode0027
      7381496_1726     short 16nodes_  ysn8861  R      38:54      1 qnode0027
      7381496_1727     short 16nodes_  ysn8861  R      38:54      1 qnode0027
      7381496_1728     short 16nodes_  ysn8861  R      38:54      1 qnode0027
      7381496_1729     short 16nodes_  ysn8861  R      38:54      1 qnode0027
      7381496_1730     short 16nodes_  ysn8861  R      38:54      1 qnode0027
      7381496_1660     short 16nodes_  ysn8861  R      39:57      1 qnode0017
      7381496_1661     short 16nodes_  ysn8861  R      39:57      1 qnode9048
      7381496_1662     short 16nodes_  ysn8861  R      39:57      1 qnode9049
      7381496_1663     short 16nodes_  ysn8861  R      39:57      1 qnode9049
      7381496_1664     short 16nodes_  ysn8861  R      39:57      1 qnode9049
      7381496_1665     short 16nodes_  ysn8861  R      39:57      1 qnode0007
      7381496_1666     short 16nodes_  ysn8861  R      39:57      1 qnode0008
      7381496_1667     short 16nodes_  ysn8861  R      39:57      1 qnode0008
      7381496_1668     short 16nodes_  ysn8861  R      39:57      1 qnode0008
      7381496_1669     short 16nodes_  ysn8861  R      39:57      1 qnode0008
      7381496_1670     short 16nodes_  ysn8861  R      39:57      1 qnode0135
      7381496_1671     short 16nodes_  ysn8861  R      39:57      1 qnode0135
      7381496_1672     short 16nodes_  ysn8861  R      39:57      1 qnode0135
      7381496_1673     short 16nodes_  ysn8861  R      39:57      1 qnode0134
      7381496_1674     short 16nodes_  ysn8861  R      39:57      1 qnode0134
      7381496_1675     short 16nodes_  ysn8861  R      39:57      1 qnode0134
      7381496_1676     short 16nodes_  ysn8861  R      39:57      1 qnode0134
      7381496_1677     short 16nodes_  ysn8861  R      39:57      1 qnode0134
